hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,yes,no,16years,white,no,21.0,1,0,40.0,west,45
yes,no,yes,16years,white,yes,10.0,0,3,20.0,west,0
yes,yes,yes,12years,white,no,25.0,0,0,30.0,west,40
no,yes,yes,16years,white,no,32.0,0,0,32.0,west,20
yes,no,yes,16years,white,no,23.0,0,1,59.545,west,0
no,yes,no,16years,black,no,23.0,0,0,29.2,west,40
no,yes,yes,13-15years,other,yes,27.0,0,0,17.0,west,40
yes,no,yes,13-15years,black,no,20.0,1,1,27.0,west,40
yes,no,yes,12years,white,no,13.0,0,3,19.0,west,40
yes,no,yes,16years,white,no,18.0,0,2,44.0,west,40
yes,no,yes,12years,white,no,6.0,0,0,17.0,west,40
yes,no,yes,16years,white,no,26.0,0,1,74.0,west,0
no,no,no,13-15years,white,no,44.0,0,0,0.0,west,0
yes,no,yes,16years,black,no,28.0,0,4,40.0,west,12
yes,no,yes,13-15years,white,no,16.0,2,1,35.0,west,40
yes,no,yes,<9years,white,yes,10.0,2,2,35.0,west,0
no,yes,no,16years,white,no,24.0,1,2,23.7,west,40
no,yes,yes,16years,white,no,13.0,1,0,23.0,west,40
yes,no,yes,12years,white,no,11.0,3,0,35.0,west,0
no,no,yes,<9years,white,yes,11.0,1,0,18.72,west,0
yes,yes,yes,>16years,white,no,16.0,0,2,38.4,west,40
yes,no,yes,12years,white,no,24.0,0,2,90.0,west,0
yes,no,yes,16years,white,no,23.0,0,1,58.0,west,50
no,yes,yes,12years,white,no,28.0,0,0,42.0,west,40
no,yes,no,12years,white,no,43.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,no,39.0,0,0,75.0,west,0
no,yes,yes,>16years,white,no,13.0,1,0,45.0,west,40
yes,yes,yes,13-15years,white,no,31.0,0,0,35.0,west,32
yes,yes,yes,16years,white,no,40.0,0,0,50.0,west,0
no,yes,yes,13-15years,white,no,26.0,0,1,28.0,west,30
yes,no,yes,12years,white,no,30.0,0,0,45.6,west,20
no,no,no,9-11years,white,no,34.5,0,0,75.0,west,90
yes,no,yes,13-15years,white,no,44.0,0,0,0.0,west,0
yes,no,yes,9-11years,white,no,7.5,1,0,34.0,west,15
no,yes,no,>16years,white,no,23.0,0,0,0.0,west,40
yes,no,yes,12years,white,no,15.0,2,1,63.0,west,0
yes,yes,yes,16years,white,no,29.0,0,0,50.0,west,40
yes,no,yes,13-15years,white,no,11.0,1,2,99.999,west,0
yes,yes,yes,>16years,white,no,13.0,0,0,32.0,west,35
no,no,no,12years,white,no,4.0,0,0,15.0,west,0
no,yes,yes,16years,white,no,16.0,0,0,41.0,west,60
yes,no,yes,12years,white,no,31.0,0,2,99.999,west,20
yes,no,yes,<9years,white,no,38.0,0,0,40.0,west,20
yes,no,yes,13-15years,white,no,16.0,2,0,42.0,west,0
no,yes,no,16years,white,no,41.0,0,0,0.0,west,45
yes,no,yes,12years,white,no,17.0,0,0,36.0,west,0
no,no,no,13-15years,white,no,7.0,0,0,40.0,west,40
yes,yes,yes,12years,white,no,29.0,0,0,45.0,west,40
no,no,no,13-15years,white,no,21.0,1,2,0.0,west,0
no,no,no,<9years,white,yes,27.0,0,1,12.0,west,0
no,yes,yes,12years,white,no,6.0,0,0,42.0,west,40
yes,no,yes,9-11years,white,no,12.5,1,1,8.256,west,16
no,no,no,<9years,white,yes,19.0,1,1,13.0,west,0
no,yes,no,12years,white,no,9.0,1,1,0.0,west,40
no,no,no,<9years,white,yes,23.0,0,1,12.0,west,40
no,no,no,<9years,white,yes,15.0,0,0,7.072,west,30
no,no,no,<9years,white,yes,23.0,1,2,18.0,west,40
no,no,no,<9years,white,yes,18.0,1,0,17.0,west,0
no,yes,no,12years,black,no,19.0,1,2,25.0,west,40
no,no,no,12years,white,yes,3.0,2,0,0.0,west,0
no,no,no,9-11years,white,yes,10.5,1,1,14.0,west,0
yes,no,yes,9-11years,white,yes,8.5,1,0,23.0,west,35
yes,yes,yes,12years,white,no,6.0,1,0,12.0,west,40
no,yes,no,13-15years,white,no,31.0,0,0,20.0,west,40
yes,yes,yes,12years,white,no,11.0,0,0,40.0,west,40
no,no,no,16years,white,no,28.0,0,0,0.0,west,0
no,no,no,<9years,white,yes,34.0,0,3,23.5,west,0
no,no,no,<9years,white,yes,9.0,2,0,9.35,west,0
yes,no,yes,<9years,white,yes,26.0,1,1,30.0,west,0
yes,no,yes,13-15years,white,no,36.0,0,0,35.0,west,0
no,no,no,16years,white,no,20.0,0,3,3.0,west,0
yes,no,yes,13-15years,white,no,27.0,0,0,45.0,west,35
yes,no,yes,16years,white,no,26.0,0,3,59.056,west,22
yes,no,yes,13-15years,white,no,3.0,0,0,26.328,west,40
yes,no,yes,12years,black,no,30.0,0,0,31.0,west,32
no,no,no,12years,white,yes,7.0,1,0,12.8,west,40
yes,no,yes,12years,white,no,6.0,0,0,26.4,west,30
no,no,no,13-15years,white,no,30.0,0,0,0.0,west,0
yes,yes,yes,12years,white,no,17.0,0,0,30.0,west,40
yes,no,yes,9-11years,white,yes,26.5,1,1,39.0,west,0
yes,no,yes,12years,white,no,15.0,2,0,35.0,west,30
yes,no,yes,9-11years,white,no,19.5,0,0,20.0,west,0
no,no,no,12years,white,no,22.0,0,2,0.05,west,0
no,yes,no,12years,white,no,33.0,0,0,0.0,west,40
no,yes,no,<9years,white,yes,32.0,0,2,12.8,west,40
yes,no,yes,13-15years,white,no,29.0,0,0,39.0,west,25
no,yes,no,16years,white,no,36.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,no,33.0,0,1,11.0,west,40
no,yes,yes,16years,white,no,7.0,0,0,16.5,west,40
no,no,no,13-15years,white,no,9.0,1,0,0.0,west,40
no,yes,no,13-15years,white,no,41.0,0,0,42.0,west,40
yes,yes,yes,>16years,white,no,23.0,0,1,60.0,west,50
yes,no,yes,16years,white,no,23.0,0,0,44.73,west,40
no,no,no,<9years,white,no,51.0,0,0,0.0,west,0
no,yes,yes,13-15years,white,no,9.0,0,0,16.5,west,40
yes,no,yes,13-15years,white,no,24.0,0,0,7.0,west,40
no,yes,yes,12years,white,no,15.0,1,1,31.0,west,40
yes,no,yes,12years,white,no,43.0,0,0,0.0,west,32
no,no,no,9-11years,white,yes,21.5,1,2,0.0,west,0
no,yes,yes,13-15years,white,no,21.0,0,3,48.0,west,40
no,yes,no,13-15years,white,no,24.0,0,1,35.0,west,40
yes,yes,yes,13-15years,white,no,10.0,1,0,32.0,west,40
yes,yes,yes,13-15years,white,no,15.0,0,0,32.0,west,40
no,no,no,12years,white,no,15.0,1,1,99.999,west,0
no,yes,no,12years,white,no,16.0,0,2,19.0,west,45
no,no,no,13-15years,white,no,14.0,2,1,17.5,west,0
yes,no,yes,12years,white,no,20.0,1,3,21.9,west,40
yes,no,yes,12years,white,no,10.0,0,0,40.0,west,50
no,yes,yes,16years,white,no,19.0,0,2,35.0,west,35
yes,no,yes,12years,white,no,18.0,1,1,38.0,west,0
yes,no,yes,12years,white,no,21.0,1,0,29.0,west,0
yes,yes,yes,13-15years,white,no,16.0,1,0,45.0,west,40
no,no,no,<9years,white,no,50.0,0,0,0.0,west,0
no,yes,yes,>16years,white,no,15.0,0,1,39.0,west,45
yes,yes,yes,16years,white,no,9.0,2,0,21.0,west,40
yes,no,yes,16years,white,no,17.0,1,1,35.0,west,0
no,no,no,>16years,white,no,40.0,0,0,0.0,west,0
no,yes,yes,>16years,black,no,26.0,0,0,65.0,west,40
no,yes,no,12years,white,no,14.0,2,0,40.0,west,40
yes,no,yes,16years,white,no,9.0,2,0,55.0,west,0
no,yes,yes,13-15years,white,no,23.0,0,0,22.397,west,40
no,no,no,13-15years,white,no,16.0,1,0,25.0,west,0
no,no,no,<9years,white,yes,20.0,2,1,16.0,west,0
no,yes,yes,12years,white,no,11.0,2,0,10.0,west,40
yes,yes,yes,12years,white,yes,35.0,0,0,30.0,west,40
no,no,yes,12years,white,no,31.0,0,1,0.0,west,40
no,yes,yes,16years,white,no,17.0,0,0,25.0,west,40
yes,no,yes,13-15years,white,no,25.0,0,2,37.0,west,0
no,yes,no,12years,white,no,23.0,0,1,0.0,west,24
no,yes,no,12years,white,no,33.0,0,0,0.0,west,40
no,no,no,12years,white,yes,35.0,0,0,25.0,west,0
no,no,no,<9years,white,no,34.0,1,0,0.0,west,0
no,no,no,13-15years,black,no,16.0,1,2,0.0,west,29
no,yes,no,16years,white,no,12.0,0,1,15.5,west,55
no,no,no,12years,white,no,45.0,0,0,0.0,west,0
no,yes,yes,12years,white,no,30.0,0,0,78.0,west,50
yes,no,yes,12years,white,no,32.0,0,0,48.0,west,40
yes,yes,yes,12years,white,no,20.0,0,2,26.0,west,40
no,no,no,13-15years,white,no,25.0,0,2,0.0,west,31
yes,no,yes,12years,white,no,25.0,0,1,58.0,west,30
yes,no,yes,13-15years,white,no,34.0,0,0,30.894,west,0
yes,no,yes,>16years,white,no,10.0,2,0,42.0,west,0
yes,yes,yes,13-15years,white,no,13.0,0,2,37.0,west,40
yes,no,yes,13-15years,white,no,15.0,0,3,44.0,west,40
no,no,no,12years,other,no,18.0,0,2,0.0,west,0
no,no,no,9-11years,white,no,47.5,0,0,0.0,west,0
yes,no,yes,12years,white,no,16.0,0,2,18.9,west,20
no,yes,no,16years,white,no,17.0,0,0,0.0,west,39
yes,no,yes,9-11years,white,no,33.5,0,0,45.0,west,0
no,no,yes,9-11years,white,no,32.5,0,0,5.0,west,0
no,no,no,13-15years,white,no,8.0,1,0,0.0,west,0
yes,yes,yes,12years,white,no,20.0,0,1,26.334,west,40
no,yes,no,13-15years,white,no,36.0,0,0,0.0,west,40
yes,yes,yes,13-15years,white,no,31.0,0,0,55.0,west,35
yes,no,yes,13-15years,white,no,27.0,0,0,99.999,west,40
no,no,no,16years,white,no,17.0,0,1,90.0,west,17
yes,no,yes,13-15years,white,no,42.0,0,0,19.0,west,32
yes,no,yes,12years,white,no,39.0,0,0,45.0,west,0
yes,no,yes,13-15years,white,no,35.0,0,0,99.999,west,20
yes,no,yes,13-15years,white,no,8.0,2,0,19.5,west,0
no,no,no,13-15years,white,no,4.0,2,0,16.0,west,0
yes,yes,yes,16years,white,no,16.0,1,2,23.48,west,45
yes,no,yes,12years,white,no,45.0,0,0,1.476,west,0
yes,no,yes,13-15years,white,no,35.0,0,0,54.0,west,10
no,yes,yes,>16years,white,no,19.0,0,0,3.0,west,30
yes,no,yes,16years,white,no,19.0,0,2,36.0,west,15
yes,yes,yes,12years,white,yes,1.0,0,0,26.328,west,30
no,no,no,12years,white,no,21.0,0,1,30.0,west,32
yes,no,yes,16years,white,no,5.0,0,0,13.0,west,26
no,no,no,<9years,white,yes,29.0,1,1,10.0,west,0
no,yes,no,13-15years,white,no,15.0,0,1,5.5,west,72
no,yes,no,>16years,white,no,27.0,0,0,2.5,west,40
no,yes,no,12years,white,no,29.0,0,0,20.0,west,40
yes,no,yes,12years,white,no,14.0,0,2,30.0,west,40
no,yes,yes,13-15years,white,no,14.0,0,0,23.0,west,40
yes,yes,yes,12years,white,no,38.0,0,0,60.0,west,40
yes,yes,yes,13-15years,white,no,20.0,0,0,68.0,west,45
no,yes,yes,12years,white,no,41.0,0,0,0.0,west,0
no,no,no,12years,white,no,44.0,0,0,0.0,west,0
no,yes,no,12years,white,no,34.0,0,0,20.0,west,40
no,yes,no,12years,white,no,43.0,0,0,0.0,west,40
no,yes,no,>16years,white,no,34.0,0,0,18.75,west,45
no,no,no,9-11years,black,no,16.5,1,2,11.0,west,40
no,no,no,<9years,white,yes,40.0,0,0,0.0,west,0
no,no,no,12years,white,no,5.0,1,0,30.0,west,15
no,no,no,12years,white,no,17.0,2,1,24.0,west,0
no,no,no,13-15years,white,yes,3.0,0,0,15.0,west,20
no,no,no,13-15years,white,no,6.0,4,0,35.0,west,0
yes,no,yes,12years,white,no,22.0,0,2,18.0,west,30
no,yes,no,12years,white,no,13.0,1,1,17.5,west,40
no,no,no,12years,white,no,25.0,0,0,30.0,west,0
no,no,no,13-15years,other,no,24.0,1,2,25.0,west,0
no,no,no,9-11years,white,no,19.5,0,1,26.0,west,40
no,no,no,<9years,white,yes,10.0,2,0,8.0,west,0
no,yes,yes,>16years,white,no,24.0,0,0,56.0,west,45
no,yes,no,12years,white,no,20.0,0,2,35.0,west,50
yes,no,yes,12years,white,yes,19.0,0,1,46.0,west,0
yes,no,yes,12years,white,yes,12.0,0,0,27.0,west,40
no,yes,yes,12years,white,no,12.0,0,0,51.0,west,45
no,no,no,<9years,other,no,23.0,0,4,0.0,west,0
no,no,no,12years,other,no,21.0,0,1,0.0,west,0
no,yes,no,16years,white,yes,6.0,0,0,24.0,west,40
no,yes,no,13-15years,white,no,23.0,0,1,29.0,west,40
yes,no,yes,12years,white,no,14.0,0,3,32.0,west,18
no,yes,no,13-15years,white,no,38.0,0,0,30.0,west,40
no,no,no,12years,white,no,13.0,1,0,68.0,west,25
yes,no,yes,16years,white,no,25.0,0,0,17.621,west,40
no,no,no,12years,white,no,34.0,0,0,28.0,west,5
yes,no,yes,13-15years,white,no,43.0,0,0,0.0,west,0
no,yes,no,13-15years,white,no,16.0,0,4,12.0,west,40
yes,no,yes,16years,white,no,12.0,1,2,60.0,west,0
yes,yes,yes,13-15years,white,no,11.0,0,0,30.0,west,40
yes,no,yes,12years,white,no,46.0,0,0,0.0,west,0
yes,yes,yes,13-15years,white,no,33.0,0,0,29.0,west,40
yes,yes,yes,13-15years,white,no,29.0,0,2,36.2,west,48
yes,no,yes,12years,white,no,27.0,0,3,70.0,west,0
yes,no,yes,13-15years,white,no,43.0,0,0,0.0,west,0
yes,yes,yes,12years,white,no,35.0,0,0,0.0,west,40
yes,no,yes,<9years,white,no,20.0,0,2,10.4,west,35
yes,no,yes,16years,white,no,13.0,1,0,57.334,west,0
no,yes,no,12years,white,no,28.0,0,0,4.8,west,40
yes,no,yes,13-15years,white,no,19.0,1,1,42.0,west,0
no,yes,no,13-15years,white,no,29.0,0,0,0.0,west,30
no,yes,no,13-15years,white,no,14.0,1,2,0.0,west,40
no,no,no,9-11years,white,no,47.5,0,0,0.0,west,0
yes,no,yes,16years,white,no,22.0,1,2,16.0,west,7
yes,no,yes,13-15years,white,no,17.0,1,2,46.0,west,0
no,yes,no,12years,white,no,44.0,0,0,0.0,west,0
yes,no,yes,12years,white,no,15.0,2,0,55.0,west,0
yes,yes,yes,13-15years,white,no,32.0,0,0,52.0,west,40
yes,no,yes,12years,white,no,17.0,1,0,36.0,west,0
no,no,no,12years,white,no,17.0,1,2,28.0,west,15
yes,no,yes,16years,white,no,8.0,0,0,63.0,west,40
yes,no,yes,12years,white,no,43.0,0,0,50.0,west,0
yes,no,yes,12years,white,no,25.0,0,2,41.0,west,40
yes,no,yes,12years,white,no,44.0,0,0,16.7,west,40
yes,no,yes,13-15years,white,no,27.0,0,0,47.0,west,40
yes,no,yes,12years,black,no,19.0,0,2,0.9,west,40
no,no,no,12years,white,yes,9.0,1,0,18.0,west,0
yes,no,yes,12years,black,no,32.0,0,2,0.0,west,40
no,no,no,9-11years,white,yes,14.5,2,0,18.0,west,0
no,no,no,<9years,white,yes,27.0,1,1,17.0,west,40
no,no,yes,12years,white,no,8.0,0,0,20.524,west,35
yes,no,yes,13-15years,black,no,17.0,0,3,41.0,west,0
no,no,no,12years,white,no,24.0,0,0,0.0,west,84
no,no,no,9-11years,white,no,39.5,0,0,0.0,west,0
no,yes,no,12years,white,no,36.0,0,0,0.0,west,40
no,yes,yes,12years,white,no,33.0,0,0,50.0,west,48
yes,no,yes,16years,white,no,23.0,0,0,45.0,west,32
yes,yes,yes,13-15years,white,yes,30.0,0,1,47.84,west,40
no,no,no,12years,white,no,29.0,0,3,31.0,west,35
yes,no,yes,13-15years,white,no,9.0,1,1,23.772,west,35
no,yes,no,16years,white,no,27.0,0,0,1.1,west,40
no,yes,no,>16years,white,yes,7.0,1,0,15.5,west,40
no,no,no,13-15years,white,no,9.0,1,2,1.4,west,0
yes,yes,yes,13-15years,white,no,24.0,0,3,19.222,west,33
no,yes,no,12years,white,no,33.0,0,0,0.0,west,40
no,yes,no,13-15years,white,no,16.0,0,2,7.1,west,40
no,yes,no,12years,white,no,38.0,0,0,0.0,west,40
no,yes,no,9-11years,white,no,39.5,0,0,0.0,west,40
no,no,no,9-11years,other,no,11.5,3,3,0.0,west,0
yes,no,yes,9-11years,other,no,14.5,1,2,10.0,west,20
yes,no,yes,12years,white,no,19.0,0,2,23.0,west,0
no,no,no,9-11years,white,no,40.5,0,0,0.0,west,0
no,no,no,<9years,white,yes,9.0,1,0,14.679,west,0
no,yes,yes,16years,white,no,18.0,0,2,66.0,west,35
no,no,no,12years,other,no,38.0,0,0,11.0,west,40
yes,no,yes,12years,white,no,26.0,0,1,36.0,west,8
no,no,no,16years,white,no,35.0,0,0,0.0,west,15
no,yes,yes,16years,white,no,7.0,0,0,23.0,west,45
no,no,no,13-15years,black,no,18.0,0,1,30.0,west,40
yes,no,yes,<9years,white,no,50.0,0,0,0.0,west,0
no,yes,no,12years,white,no,36.0,0,0,7.0,west,40
no,yes,no,16years,white,no,17.0,1,3,80.0,west,40
yes,no,yes,12years,white,no,23.0,0,0,46.0,west,40
yes,no,yes,12years,white,no,16.0,1,0,25.0,west,50
yes,no,yes,12years,white,no,34.0,0,0,42.0,west,0
no,yes,yes,16years,white,no,30.0,0,0,20.0,west,30
yes,no,yes,12years,white,no,47.0,0,0,40.0,west,0
yes,yes,yes,12years,white,no,24.0,0,2,33.43,west,40
yes,yes,yes,12years,white,no,10.0,1,1,36.0,west,40
no,yes,no,13-15years,white,no,38.0,0,0,36.0,west,40
yes,no,yes,12years,white,no,21.0,0,0,28.3,west,40
yes,no,yes,9-11years,white,no,28.5,0,1,28.76,west,0
no,yes,no,13-15years,white,yes,13.0,1,0,13.0,west,40
no,no,no,13-15years,white,no,9.0,0,2,0.0,west,0
yes,no,yes,13-15years,white,no,18.0,0,0,44.0,west,55
yes,yes,yes,12years,white,no,11.0,1,0,79.0,west,40
no,yes,no,13-15years,white,no,22.0,0,1,25.0,west,40
yes,no,yes,12years,white,no,14.0,1,1,99.999,west,0
no,yes,no,13-15years,white,no,26.0,0,2,20.731,west,40
no,no,no,16years,white,yes,11.0,2,0,36.0,west,0
yes,no,yes,13-15years,white,no,18.0,1,1,88.0,west,0
yes,no,yes,12years,white,no,8.0,0,0,10.5,west,40
no,no,yes,13-15years,white,no,19.0,0,2,36.0,west,40
yes,no,yes,16years,white,no,17.0,2,2,26.44,west,0
no,yes,no,12years,white,no,8.0,1,0,0.0,west,30
no,no,no,13-15years,white,no,40.0,0,0,14.5,west,0
yes,yes,yes,13-15years,white,no,25.0,0,0,50.6,west,40
yes,no,yes,12years,white,no,22.0,0,0,29.0,west,32
yes,no,yes,12years,white,no,38.0,0,0,88.0,west,16
yes,yes,yes,>16years,white,no,13.0,2,0,77.0,west,20
no,yes,no,13-15years,white,no,22.0,0,0,70.0,west,40
yes,no,yes,16years,white,no,20.0,0,2,99.999,west,0
no,yes,yes,>16years,white,no,31.0,0,0,43.0,west,60
no,yes,no,>16years,white,no,32.0,0,0,55.0,west,50
no,yes,no,>16years,white,no,39.0,0,0,92.0,west,25
yes,no,yes,>16years,white,no,37.0,0,0,8.0,west,30
yes,no,yes,>16years,white,no,12.0,0,0,99.999,west,0
no,yes,no,>16years,white,no,17.0,2,1,40.0,west,50
yes,yes,yes,12years,white,no,36.0,0,0,70.0,west,40
yes,no,yes,12years,white,no,37.0,0,0,75.0,west,20
yes,no,yes,>16years,white,no,24.0,0,1,99.999,west,48
yes,no,yes,9-11years,white,no,38.5,0,1,90.0,west,0
no,yes,yes,16years,white,no,35.0,0,0,18.333,west,45
yes,yes,yes,12years,white,no,35.0,0,0,0.0,west,40
yes,no,yes,12years,white,no,10.0,1,0,30.0,west,25
yes,no,yes,13-15years,black,no,7.0,1,1,50.0,west,0
yes,no,yes,16years,white,yes,23.0,0,2,75.0,west,15
no,no,no,9-11years,white,yes,22.5,1,2,0.0,west,0
no,no,no,<9years,white,yes,27.0,0,0,29.0,west,20
no,no,no,12years,white,no,35.0,0,0,0.0,west,0
yes,yes,yes,13-15years,white,no,24.0,0,2,72.0,west,40
no,no,no,12years,white,no,33.0,0,3,20.0,west,0
no,yes,no,13-15years,white,no,26.0,0,0,6.5,west,38
yes,no,yes,9-11years,white,yes,9.5,1,0,14.0,west,0
no,yes,no,16years,white,no,10.0,1,0,4.8,west,40
yes,no,yes,13-15years,black,no,24.0,0,2,80.0,west,25
yes,yes,yes,12years,white,no,38.0,0,0,55.64,west,40
yes,no,yes,12years,white,yes,30.0,0,1,38.0,west,18
no,no,yes,<9years,white,yes,18.0,2,2,12.0,west,0
no,yes,no,13-15years,white,no,9.0,1,0,32.0,west,40
no,no,yes,16years,white,no,5.0,0,0,27.0,west,0
no,yes,no,12years,white,no,23.0,0,0,0.0,west,40
yes,no,yes,12years,white,no,14.0,2,0,36.0,west,20
yes,no,yes,13-15years,white,no,22.0,0,2,60.0,west,35
yes,yes,yes,<9years,white,no,41.0,0,0,17.0,west,40
yes,no,yes,12years,white,no,44.0,0,0,0.0,west,0
no,yes,no,12years,white,no,36.0,0,0,25.0,west,30
no,no,no,12years,white,yes,10.0,1,1,10.0,west,0
no,no,no,<9years,white,yes,13.0,1,1,10.0,west,0
no,no,no,<9years,white,no,21.0,1,1,0.0,west,40
no,no,no,9-11years,white,yes,7.5,2,0,19.0,west,0
no,no,no,12years,white,no,37.0,0,0,0.0,west,0
no,no,no,<9years,white,yes,36.0,0,1,0.0,west,0
yes,no,yes,12years,white,no,39.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,27.0,0,0,32.0,west,0
no,no,no,9-11years,black,no,31.5,0,0,0.0,west,0
no,no,yes,<9years,white,yes,15.0,1,2,24.0,west,40
no,no,no,<9years,white,yes,21.0,0,1,10.0,west,54
yes,no,yes,13-15years,black,no,32.0,0,0,0.0,west,0
yes,no,yes,<9years,white,yes,26.0,0,2,26.0,west,40
no,yes,yes,>16years,white,no,4.0,0,0,38.0,west,40
yes,no,yes,12years,white,no,26.0,0,1,45.0,west,40
yes,no,yes,12years,white,no,18.0,1,0,27.0,west,40
no,no,no,<9years,white,yes,28.0,3,3,26.0,west,0
no,yes,yes,13-15years,white,no,30.0,0,1,18.0,west,40
yes,no,yes,12years,white,no,19.0,1,1,41.0,west,20
yes,no,yes,13-15years,white,no,20.0,1,5,42.2,west,15
yes,yes,yes,12years,white,no,24.0,2,0,39.5,west,40
no,no,no,13-15years,white,no,5.0,1,0,15.0,west,15
no,yes,yes,12years,white,no,17.0,0,2,22.0,west,40
no,no,no,16years,white,no,10.0,1,0,0.0,west,40
no,yes,no,13-15years,white,yes,12.0,0,0,7.0,west,50
yes,no,yes,16years,white,no,24.0,0,2,60.0,west,28
yes,no,yes,12years,white,no,45.0,0,0,75.0,west,0
no,no,no,12years,white,no,44.0,0,0,25.0,west,0
no,no,no,13-15years,white,no,22.0,0,2,0.0,west,0
yes,no,yes,13-15years,white,no,23.0,0,1,85.0,west,0
no,no,no,12years,white,no,38.0,0,1,93.0,west,40
yes,no,yes,12years,white,no,16.0,1,2,0.0,west,0
yes,no,yes,16years,white,no,27.0,0,2,11.0,west,30
yes,no,yes,13-15years,white,yes,21.0,2,0,99.999,west,0
yes,no,yes,13-15years,white,no,8.0,1,1,19.0,west,40
no,yes,no,13-15years,white,no,19.0,0,4,26.0,west,40
no,yes,no,13-15years,white,no,22.0,0,1,0.0,west,45
no,no,no,13-15years,white,no,30.0,0,0,0.0,west,0
no,no,no,13-15years,white,no,13.0,1,5,7.0,west,0
no,yes,no,12years,white,no,35.0,0,0,0.0,west,50
yes,no,yes,13-15years,white,no,18.0,1,2,20.0,west,20
no,yes,no,12years,white,no,26.0,0,1,0.0,west,35
no,no,no,12years,white,no,13.0,1,0,5.23,west,40
yes,no,yes,12years,white,no,30.0,0,0,50.0,west,0
no,yes,no,12years,white,no,19.0,0,2,4.0,west,30
no,yes,yes,13-15years,white,no,22.0,0,2,50.0,west,30
no,yes,no,16years,white,no,21.0,0,2,0.0,west,40
no,yes,no,<9years,white,no,17.0,0,2,12.0,west,50
yes,no,yes,9-11years,white,no,39.5,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,32.0,0,0,2.2,west,60
yes,no,yes,16years,white,no,19.0,0,3,25.819,west,0
no,yes,yes,12years,white,no,36.0,0,0,0.0,west,25
no,no,no,16years,white,no,8.0,2,0,25.0,west,40
yes,no,yes,13-15years,white,no,22.0,0,2,40.0,west,30
yes,no,yes,12years,white,no,15.0,0,2,52.0,west,38
yes,no,yes,13-15years,white,no,20.0,0,3,51.727,west,30
no,no,no,13-15years,white,yes,1.0,1,0,10.0,west,40
no,no,no,13-15years,white,no,12.0,1,1,20.0,west,0
yes,no,yes,12years,white,no,27.0,0,0,21.0,west,40
yes,no,yes,<9years,white,no,20.0,0,3,20.0,west,24
no,no,no,12years,white,no,10.0,1,1,9.0,west,0
no,yes,no,<9years,white,yes,13.0,2,0,14.0,west,25
yes,no,yes,9-11years,other,no,22.5,0,2,40.0,west,0
no,yes,no,12years,white,yes,37.0,0,0,12.6,west,40
no,yes,yes,13-15years,white,no,40.0,0,0,60.0,west,30
yes,no,yes,12years,white,no,18.0,0,0,44.0,west,40
yes,no,yes,16years,white,no,19.0,0,4,75.0,west,20
no,yes,no,13-15years,white,no,35.0,0,0,0.0,west,35
no,yes,yes,13-15years,white,no,14.0,1,3,60.0,west,40
yes,yes,yes,9-11years,white,no,30.5,0,1,41.6,west,40
yes,no,yes,16years,white,no,30.0,0,0,0.0,west,20
no,yes,yes,16years,white,yes,3.0,0,0,38.5,west,40
yes,yes,yes,13-15years,white,no,27.0,0,0,40.0,west,40
no,yes,no,13-15years,white,no,26.0,0,2,24.0,west,25
no,no,no,12years,white,no,39.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,5.0,0,0,19.378,west,40
no,no,no,9-11years,white,yes,23.5,0,2,0.0,west,50
yes,no,yes,<9years,white,no,34.0,0,0,30.0,west,0
no,no,no,13-15years,white,no,5.0,1,0,10.0,west,40
yes,no,yes,12years,white,no,4.0,1,0,19.5,west,0
no,yes,no,12years,white,no,28.0,0,2,22.0,west,40
no,no,no,12years,white,yes,17.0,1,0,0.0,west,40
no,no,no,13-15years,white,no,18.0,0,3,18.0,west,30
no,yes,no,13-15years,white,no,24.0,0,0,18.711,west,40
no,no,no,13-15years,white,no,7.0,1,0,19.0,west,30
yes,no,yes,12years,white,no,18.0,0,2,30.899,west,40
yes,no,yes,16years,white,no,17.0,0,2,27.0,west,20
yes,no,yes,12years,white,no,17.0,0,3,41.0,west,32
no,yes,no,12years,white,no,28.0,0,1,19.0,west,40
no,no,no,13-15years,white,no,11.0,2,1,12.0,west,0
no,no,no,12years,black,no,20.0,2,2,20.0,west,60
no,no,no,12years,white,no,13.0,1,2,18.0,west,12
yes,no,yes,13-15years,white,no,17.0,0,1,31.24,west,45
no,yes,no,13-15years,white,yes,19.0,2,1,12.5,west,40
yes,no,yes,16years,white,no,10.0,2,0,32.0,west,40
yes,yes,yes,13-15years,white,no,41.0,0,0,61.0,west,0
yes,no,yes,12years,white,no,19.0,3,0,54.0,west,0
yes,no,yes,12years,white,no,17.0,0,2,63.0,west,32
no,yes,yes,>16years,white,no,28.0,0,1,53.0,west,0
no,no,no,9-11years,white,no,13.5,1,3,10.5,west,0
no,yes,no,12years,white,no,27.0,0,3,0.0,west,37
yes,no,yes,13-15years,white,no,20.0,2,0,44.0,west,10
no,no,no,12years,white,no,39.0,0,1,17.68,west,0
no,no,no,12years,other,no,8.0,1,0,23.0,west,0
yes,no,yes,13-15years,white,no,11.0,2,0,32.0,west,0
